id,tweet,label
280,testing positive antibodies virus causes means likely past infection yet known whether antibodies protect getting infected learn antibody testing URL URL,real
281,rt recovered cases NUM NUM times number active cases NUM people recovered far NUM activ,real
282,time bilateral vaccine deals vaccine nationalism could compromise equitable access hold progress countries bringing pandemic end,real
283,nevada quietly reversed decision block hcq prescriptions covid NUM,fake
284,people saw would stay home horrible URL,fake
285,soon NUM never flu vaccine never flu know got flu vaccine also got flu NUMst person knowledge conjecture alt organic dk greens protein exercise hNUMo sodium bicarbonate dNUM c iodine etc jesus physician greatest ever,fake
286,watch video remember incident zomato deepinder made big deal someone refusing delivery muslim guy many incidents trust wants eat food contaminated spit,fake
287,world health organization international entity whose sole responsibility alert world global pandemics like miss huge problem,fake
288,rt covax groundbreaking way pool r amp amp procurement risks across multiple vaccines enables countries place collect,real
289,puts facemask skin gets lockdown get gt gt gt URL URL,fake
290,yesterday laboratories completed NUM tests bringing total completed date NUM lower testing volumes regularly observed weekends anyone symptoms could covid NUM call healthline gp getting test free,real
291,total number confirmed cases NUM number report world health organization,real
292,madhya pradesh reimposing lockdown due rise covid cases,fake
293,group NUM aside people compassionate exemptions people completed full NUM days managed isolation reminder anyone managed isolation facility june NUM NUM yet spoken healthline call NUM,real
294,healthcare workers scared many people wear mask URL,real
295,cases picked routine testing around day NUM one cases isolation wellington considered recovered recovered least NUM days since onset symptoms least NUM hours asymptomatic returned negative test,real
296,collaborative determined fight india scaled new peak NUM highest number patients recovered discharged yesterday URL,real
297,simpsons predicted new coronavirus outbreak,fake
298,national telemedicine service completes NUM NUM lakh consultations URL,real
299,rt nearly NUM lakh NUM tests conducted single day highest tests day far secretary,real
300,bollywood actress aishwarya rai host coronavirus telethon auction mumbai URL,fake
301,new numerous outbreaks recent cruise ship voyages extended previous sail order prevent spread covid NUM among crew onboard URL URL,real
302,posted new numbers missing private labs going hurt transparency quite severely think,real
303,although number cases states continued decline last NUM days covid NUM widespread many areas especially south amp west aug NUM us reported nearly NUM deaths day last week see data URL URL,real
304,update europe NUM countries NUM NUM NUM NUM population infected NUMth march interventions already impacted control epidemic interventions saved NUM amp NUM lives report URL URL,real
305,indian media outlets claimed man madhya pradesh khargone passed away covid NUM,fake
306,state wise details total confirmed cases till NUM september NUM NUM states NUM NUM confirmed cases states NUM NUM confirmed cases states NUM confirmed cases total confirmed cases far URL,real
307,rt new information available help decide whether go precautions take includi,real
308,tunisian president qais said ordered dispatch medical delegation algeria help fight coved NUM,fake
309,observation south africa hit hard tb banned hcq worst corona stats africa otherwise great using anti malarial ivermectin routinely another observation well much better us u k sure,fake
310,update brazil percentage infected population NUM NUM paulo NUM NUM amazonas NUM drop reproduction number r following interventions r NUM epidemic yet control report URL URL,real
311,new covid net data reported NUM hospitalizations almost NUM race ethnicity info compared residents covid net counties non hispanic black people disproportionately affected covid NUM hospitalizations URL URL,real
312,president donald trump attending recital quran verses fight coronavirus,fake
313,india tracker NUM september NUM NUM NUM confirmed cases NUM recovered NUM NUM NUM active cases NUM NUM NUM deaths NUM NUM NUM via URL,real
